Unnamed: 0,oid,timestamp,rpid,uid,uname,content,likes,replies,index_qingxu,index_manyi,bool_tiwen,bool_taolun,bool_wangeng
2553,1003195902,1713029192,216764432816,165902445,cocoa-hoto,等级不是问题 神挡杀神,0,0,3,3,1,2,1
3,1003195902,1713199259,217065616912,352773517,Ryusaki_Sei,"217.4/38.9,排行榜一点赞播放比只有1:5，幽默米站",1,1,1,3,1,1,1
451,1003195902,1713112189,216920108288,60339047,要一起去炸鱼嗎,@枫林丶晚秋 [花园花铃表情包_嘿嘿],1,0,3,3,1,1,1
2276,1003195902,1713048833,216777655168,27423848,打上煎饼,甚至后面还有续集，太牛了,0,0,3,3,1,1,1
1604,1003195902,1713065804,216805612048,1738188710,哒哒哒瓦咯司,还有续集是不是啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,0,0,3,3,1,1,1
3295,1003195902,1713021165,216746627792,256174493,仰穆雪,大佬牛批![喜欢],0,0,3,3,1,1,1
2503,1003195902,1713030558,216766403696,436888734,两哦央,@夜のを,0,0,2,2,1,1,1
0,1003195902,1713199667,217066329120,244351483,司礼监官方账号,建议加入原神二创名人堂[大哭][大哭][大哭],0,0,3,3,1,1,1
270,1003195902,1713154552,216966054416,289796574,小初音qwq,这个打斗简直了，第一集可以说是惊艳的话，这一集可以说是震撼[星星眼],1,0,3,3,1,2,1
1815,1003195902,1713061322,216795229552,551433069,苍瞳卡斯巴尔,感谢大佬们，坐等下一集了[脱单doge],2,0,3,3,1,1,1
3602,1003195902,1713020423,216744607472,31280066,永远到不了的鸣天,[星星眼][星星眼],1,0,3,3,1,1,1
1404,1003195902,1713069455,216815174928,491465040,高举四爱大旗,别说你还真别说我想玩这个米哈游！！！！,1,0,3,3,1,1,1
1316,1003195902,1713070995,216819246912,1174687119,凤鸣桐阳,这都能再出一个游戏了,0,0,3,3,1,1,1
1660,1003195902,1713064742,216803127376,258468162,喀秋莎酱我最喜欢了,作者每发一条视频，gw就越像个小丑[喜极而泣],1,0,3,3,1,2,1
424,1003195902,1713115404,216925670912,470179463,霖霖MT,小心，米哈游会吃人！,0,1,3,3,1,1,1
834,1003195902,1713087781,216857822912,387032262,伊小喵星人,荧妹好帅！超级棒的作品！,1,0,3,3,1,1,1
